timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,IdleTime,Connect
1674360739789,409,/get_method,200,OK,Jmeter_HW_1 1-4,text,true,,169,148,9,9,http://162.55.220.72:5005/get_method?name=Artem&age=27,,409,ISO-8859-1,1,0,0,203
1674360739869,409,/get_method,200,OK,Jmeter_HW_1 1-5,text,true,,169,148,10,10,http://162.55.220.72:5005/get_method?name=Artem&age=27,,409,ISO-8859-1,1,0,0,203
1674360739949,411,/get_method,200,OK,Jmeter_HW_1 1-6,text,true,,169,148,11,11,http://162.55.220.72:5005/get_method?name=Artem&age=27,,411,ISO-8859-1,1,0,0,205
1674360740029,412,/get_method,200,OK,Jmeter_HW_1 1-7,text,true,,169,148,12,12,http://162.55.220.72:5005/get_method?name=Artem&age=27,,412,ISO-8859-1,1,0,0,205
1674360740110,410,/get_method,200,OK,Jmeter_HW_1 1-8,text,true,,169,148,13,13,http://162.55.220.72:5005/get_method?name=Artem&age=27,,410,ISO-8859-1,1,0,0,203
1674360740191,412,/get_method,200,OK,Jmeter_HW_1 1-9,text,true,,169,148,14,14,http://162.55.220.72:5005/get_method?name=Artem&age=27,,412,ISO-8859-1,1,0,0,205
1674360740198,413,/user_info_2,200,OK,Jmeter_HW_1 1-4,text,true,,464,245,14,14,http://162.55.220.72:5005/user_info_2,,413,ISO-8859-1,1,0,0,206
1674360740270,416,/get_method,200,OK,Jmeter_HW_1 1-10,text,true,,169,148,15,15,http://162.55.220.72:5005/get_method?name=Artem&age=27,,415,ISO-8859-1,1,0,0,207
1674360740360,410,/user_info_2,200,OK,Jmeter_HW_1 1-6,text,true,,464,245,16,16,http://162.55.220.72:5005/user_info_2,,410,ISO-8859-1,1,0,0,204
1674360740427,410,/get_method,200,OK,Jmeter_HW_1 1-12,text,true,,169,148,17,17,http://162.55.220.72:5005/get_method?name=Artem&age=27,,410,ISO-8859-1,1,0,0,203
1674360740442,413,/user_info_2,200,OK,Jmeter_HW_1 1-7,text,true,,464,245,17,17,http://162.55.220.72:5005/user_info_2,,413,ISO-8859-1,1,0,0,205
1674360740509,409,/get_method,200,OK,Jmeter_HW_1 1-13,text,true,,169,148,18,18,http://162.55.220.72:5005/get_method?name=Artem&age=27,,409,ISO-8859-1,1,0,0,204
1674360739544,1413,/get_method,200,OK,Jmeter_HW_1 1-1,text,true,,169,148,18,18,http://162.55.220.72:5005/get_method?name=Artem&age=27,,1413,ISO-8859-1,1,0,0,1206
1674360740590,409,/get_method,200,OK,Jmeter_HW_1 1-14,text,true,,169,148,19,19,http://162.55.220.72:5005/get_method?name=Artem&age=27,,408,ISO-8859-1,1,0,0,203
1674360739629,1414,/get_method,200,OK,Jmeter_HW_1 1-2,text,true,,169,148,19,19,http://162.55.220.72:5005/get_method?name=Artem&age=27,,1414,ISO-8859-1,1,0,0,1205
1674360740670,408,/get_method,200,OK,Jmeter_HW_1 1-15,text,true,,169,148,20,20,http://162.55.220.72:5005/get_method?name=Artem&age=27,,408,ISO-8859-1,1,0,0,204
1674360740686,415,/user_info_2,200,OK,Jmeter_HW_1 1-10,text,true,,464,245,20,20,http://162.55.220.72:5005/user_info_2,,415,ISO-8859-1,1,0,0,206
1674360739709,1412,/get_method,200,OK,Jmeter_HW_1 1-3,text,true,,169,148,20,20,http://162.55.220.72:5005/get_method?name=Artem&age=27,,1412,ISO-8859-1,1,0,0,1206
1674360740749,411,/get_method,200,OK,Jmeter_HW_1 1-16,text,true,,169,148,21,21,http://162.55.220.72:5005/get_method?name=Artem&age=27,,411,ISO-8859-1,1,0,0,204
1674360740770,412,/user_info_3,200,OK,Jmeter_HW_1 1-6,text,true,,369,244,21,21,http://162.55.220.72:5005/user_info_3,,411,ISO-8859-1,1,0,0,204
1674360740830,410,/get_method,200,OK,Jmeter_HW_1 1-17,text,true,,169,148,22,22,http://162.55.220.72:5005/get_method?name=Artem&age=27,,410,ISO-8859-1,1,0,0,203
1674360740837,415,/user_info_2,200,OK,Jmeter_HW_1 1-12,text,true,,464,245,22,22,http://162.55.220.72:5005/user_info_2,,415,ISO-8859-1,1,0,0,206
1674360740908,413,/get_method,200,OK,Jmeter_HW_1 1-18,text,true,,169,148,23,23,http://162.55.220.72:5005/get_method?name=Artem&age=27,,413,ISO-8859-1,1,0,0,205
1674360740957,415,/user_info_2,200,OK,Jmeter_HW_1 1-1,text,true,,464,245,23,23,http://162.55.220.72:5005/user_info_2,,414,ISO-8859-1,1,0,0,205
1674360740985,414,/get_method,200,OK,Jmeter_HW_1 1-19,text,true,,169,148,24,24,http://162.55.220.72:5005/get_method?name=Artem&age=27,,414,ISO-8859-1,1,0,0,205
1674360741101,412,/user_info_3,200,OK,Jmeter_HW_1 1-10,text,true,,369,244,25,25,http://162.55.220.72:5005/user_info_3,,412,ISO-8859-1,1,0,0,203
1674360741122,410,/user_info_2,200,OK,Jmeter_HW_1 1-3,text,true,,464,245,25,25,http://162.55.220.72:5005/user_info_2,,409,ISO-8859-1,1,0,0,203
1674360741150,407,/get_method,200,OK,Jmeter_HW_1 1-21,text,true,,169,148,26,26,http://162.55.220.72:5005/get_method?name=Artem&age=27,,407,ISO-8859-1,1,0,0,201
1674360741160,417,/user_info_2,200,OK,Jmeter_HW_1 1-16,text,true,,464,245,26,26,http://162.55.220.72:5005/user_info_2,,417,ISO-8859-1,1,0,0,206
1674360741252,415,/user_info_3,200,OK,Jmeter_HW_1 1-12,text,true,,369,244,27,27,http://162.55.220.72:5005/user_info_3,,415,ISO-8859-1,1,0,0,206
1674360740278,1409,/user_info_2,200,OK,Jmeter_HW_1 1-5,text,true,,464,245,27,27,http://162.55.220.72:5005/user_info_2,,1409,ISO-8859-1,1,0,0,1203
1674360741310,412,/get_method,200,OK,Jmeter_HW_1 1-23,text,true,,169,148,28,28,http://162.55.220.72:5005/get_method?name=Artem&age=27,,412,ISO-8859-1,1,0,0,205
1674360741322,415,/user_info_2,200,OK,Jmeter_HW_1 1-18,text,true,,464,245,28,28,http://162.55.220.72:5005/user_info_2,,415,ISO-8859-1,1,0,0,205
1674360741372,407,/user_info_3,200,OK,Jmeter_HW_1 1-1,text,true,,369,244,28,28,http://162.55.220.72:5005/user_info_3,,407,ISO-8859-1,1,0,0,201
1674360741513,411,/object_info_1,200,OK,Jmeter_HW_1 1-10,text,true,,231,161,30,30,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,411,ISO-8859-1,1,0,0,204
1674360740520,1415,/user_info_2,200,OK,Jmeter_HW_1 1-8,text,true,,464,245,30,30,http://162.55.220.72:5005/user_info_2,,1415,ISO-8859-1,1,0,0,1207
1674360741532,409,/user_info_3,200,OK,Jmeter_HW_1 1-3,text,true,,369,244,30,30,http://162.55.220.72:5005/user_info_3,,409,ISO-8859-1,1,0,0,204
1674360741550,413,/get_method,200,OK,Jmeter_HW_1 1-26,text,true,,169,148,31,31,http://162.55.220.72:5005/get_method?name=Artem&age=27,,413,ISO-8859-1,1,0,0,205
1674360741557,410,/user_info_2,200,OK,Jmeter_HW_1 1-21,text,true,,464,245,31,31,http://162.55.220.72:5005/user_info_2,,410,ISO-8859-1,1,0,0,203
1674360741577,410,/user_info_3,200,OK,Jmeter_HW_1 1-16,text,true,,369,244,31,31,http://162.55.220.72:5005/user_info_3,,410,ISO-8859-1,1,0,0,203
1674360740603,1409,/user_info_2,200,OK,Jmeter_HW_1 1-9,text,true,,464,245,31,31,http://162.55.220.72:5005/user_info_2,,1409,ISO-8859-1,1,0,0,1203
1674360740611,1414,/user_info_3,200,OK,Jmeter_HW_1 1-4,text,true,,369,244,31,31,http://162.55.220.72:5005/user_info_3,,1413,ISO-8859-1,1,0,0,1203
1674360741667,412,/object_info_1,200,OK,Jmeter_HW_1 1-12,text,true,,231,161,32,32,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,412,ISO-8859-1,1,0,0,204
1674360741709,410,/get_method,200,OK,Jmeter_HW_1 1-28,text,true,,169,148,33,33,http://162.55.220.72:5005/get_method?name=Artem&age=27,,410,ISO-8859-1,1,0,0,204
1674360741722,414,/user_info_2,200,OK,Jmeter_HW_1 1-23,text,true,,464,245,33,33,http://162.55.220.72:5005/user_info_2,,414,ISO-8859-1,1,0,0,205
1674360741737,413,/user_info_3,200,OK,Jmeter_HW_1 1-18,text,true,,369,244,33,33,http://162.55.220.72:5005/user_info_3,,413,ISO-8859-1,1,0,0,205
1674360741789,415,/get_method,200,OK,Jmeter_HW_1 1-29,text,true,,169,148,34,34,http://162.55.220.72:5005/get_method?name=Artem&age=27,,415,ISO-8859-1,1,0,0,206
1674360740859,1417,/user_info_3,200,OK,Jmeter_HW_1 1-7,text,true,,369,244,35,35,http://162.55.220.72:5005/user_info_3,,1417,ISO-8859-1,1,0,0,1208
1674360741869,413,/get_method,200,OK,Jmeter_HW_1 1-30,text,true,,169,148,35,35,http://162.55.220.72:5005/get_method?name=Artem&age=27,,413,ISO-8859-1,1,0,0,204
1674360740919,1414,/user_info_2,200,OK,Jmeter_HW_1 1-13,text,true,,464,245,35,35,http://162.55.220.72:5005/user_info_2,,1414,ISO-8859-1,1,0,0,1205
1674360741935,409,/user_info_3,200,OK,Jmeter_HW_1 1-8,text,true,,369,244,35,35,http://162.55.220.72:5005/user_info_3,,409,ISO-8859-1,1,0,0,202
1674360741941,412,/object_info_1,200,OK,Jmeter_HW_1 1-3,text,true,,231,161,36,36,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,412,ISO-8859-1,1,0,0,203
1674360741949,413,/get_method,200,OK,Jmeter_HW_1 1-31,text,true,,169,148,36,36,http://162.55.220.72:5005/get_method?name=Artem&age=27,,413,ISO-8859-1,1,0,0,204
1674360741963,409,/user_info_2,200,OK,Jmeter_HW_1 1-26,text,true,,464,245,36,36,http://162.55.220.72:5005/user_info_2,,409,ISO-8859-1,1,0,0,202
1674360742012,412,/user_info_3,200,OK,Jmeter_HW_1 1-9,text,true,,369,244,36,36,http://162.55.220.72:5005/user_info_3,,412,ISO-8859-1,1,0,0,205
1674360742025,408,/object_info_1,200,OK,Jmeter_HW_1 1-4,text,true,,231,161,37,37,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,408,ISO-8859-1,1,0,0,203
1674360742030,406,/get_method,200,OK,Jmeter_HW_1 1-32,text,true,,169,148,37,37,http://162.55.220.72:5005/get_method?name=Artem&age=27,,406,ISO-8859-1,1,0,0,202
1674360741043,1415,/user_info_2,200,OK,Jmeter_HW_1 1-2,text,true,,464,245,37,37,http://162.55.220.72:5005/user_info_2,,1415,ISO-8859-1,1,0,0,1208
1674360741067,1410,/get_method,200,OK,Jmeter_HW_1 1-20,text,true,,169,148,37,37,http://162.55.220.72:5005/get_method?name=Artem&age=27,,1410,ISO-8859-1,1,0,0,1203
1674360741078,1415,/user_info_2,200,OK,Jmeter_HW_1 1-15,text,true,,464,245,37,37,http://162.55.220.72:5005/user_info_2,,1415,ISO-8859-1,1,0,0,1205
1674360742079,415,/object_info_2,200,OK,Jmeter_HW_1 1-12,text,true,,476,163,37,37,http://162.55.220.72:5005/object_info_2?name=Vasya&age=30&salary=1500,,415,ISO-8859-1,1,0,0,205
1674360742109,412,/get_method,200,OK,Jmeter_HW_1 1-33,text,true,,169,148,38,38,http://162.55.220.72:5005/get_method?name=Artem&age=27,,412,ISO-8859-1,1,0,0,205
1674360742119,413,/user_info_2,200,OK,Jmeter_HW_1 1-28,text,true,,464,245,38,38,http://162.55.220.72:5005/user_info_2,,413,ISO-8859-1,1,0,0,205
1674360742136,409,/user_info_3,200,OK,Jmeter_HW_1 1-23,text,true,,369,244,38,38,http://162.55.220.72:5005/user_info_3,,408,ISO-8859-1,1,0,0,204
1674360741182,1411,/object_info_1,200,OK,Jmeter_HW_1 1-6,text,true,,231,161,39,39,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,1411,ISO-8859-1,1,0,0,1203
1674360742204,414,/user_info_2,200,OK,Jmeter_HW_1 1-29,text,true,,464,245,39,39,http://162.55.220.72:5005/user_info_2,,414,ISO-8859-1,1,0,0,205
1674360741231,1412,/get_method,200,OK,Jmeter_HW_1 1-22,text,true,,169,148,39,39,http://162.55.220.72:5005/get_method?name=Artem&age=27,,1412,ISO-8859-1,1,0,0,1206
1674360742277,414,/object_info_1,200,OK,Jmeter_HW_1 1-7,text,true,,231,161,40,40,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,413,ISO-8859-1,1,0,0,205
1674360742282,413,/user_info_2,200,OK,Jmeter_HW_1 1-30,text,true,,464,245,40,40,http://162.55.220.72:5005/user_info_2,,413,ISO-8859-1,1,0,0,206
1674360742349,412,/get_method,200,OK,Jmeter_HW_1 1-36,text,true,,169,148,41,41,http://162.55.220.72:5005/get_method?name=Artem&age=27,,412,ISO-8859-1,1,0,0,202
1674360742344,417,/object_info_1,200,OK,Jmeter_HW_1 1-8,text,true,,231,161,41,41,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,416,ISO-8859-1,1,0,0,205
1674360742353,411,/object_info_2,200,OK,Jmeter_HW_1 1-3,text,true,,476,163,41,41,http://162.55.220.72:5005/object_info_2?name=Vasya&age=30&salary=1500,,411,ISO-8859-1,1,0,0,204
1674360742362,407,/user_info_2,200,OK,Jmeter_HW_1 1-31,text,true,,464,245,41,41,http://162.55.220.72:5005/user_info_2,,407,ISO-8859-1,1,0,0,202
1674360742372,411,/user_info_3,200,OK,Jmeter_HW_1 1-26,text,true,,369,244,41,41,http://162.55.220.72:5005/user_info_3,,411,ISO-8859-1,1,0,0,204
1674360741386,1417,/get_method,200,OK,Jmeter_HW_1 1-24,text,true,,169,148,41,41,http://162.55.220.72:5005/get_method?name=Artem&age=27,,1417,ISO-8859-1,1,0,0,1207
1674360741399,1410,/user_info_2,200,OK,Jmeter_HW_1 1-19,text,true,,464,245,41,41,http://162.55.220.72:5005/user_info_2,,1410,ISO-8859-1,1,0,0,1204
1674360742425,413,/object_info_1,200,OK,Jmeter_HW_1 1-9,text,true,,231,161,42,42,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,413,ISO-8859-1,1,0,0,205
1674360742433,418,/object_info_2,200,OK,Jmeter_HW_1 1-4,text,true,,476,163,42,42,http://162.55.220.72:5005/object_info_2?name=Vasya&age=30&salary=1500,,418,ISO-8859-1,1,0,0,207
1674360742437,416,/user_info_2,200,OK,Jmeter_HW_1 1-32,text,true,,464,245,42,42,http://162.55.220.72:5005/user_info_2,,416,ISO-8859-1,1,0,0,204
1674360742458,413,/user_info_3,200,OK,Jmeter_HW_1 1-2,text,true,,369,244,42,42,http://162.55.220.72:5005/user_info_3,,413,ISO-8859-1,1,0,0,204
1674360741470,1414,/get_method,200,OK,Jmeter_HW_1 1-25,text,true,,169,148,42,42,http://162.55.220.72:5005/get_method?name=Artem&age=27,,1414,ISO-8859-1,1,0,0,1205
1674360742477,413,/user_info_2,200,OK,Jmeter_HW_1 1-20,text,true,,464,245,42,42,http://162.55.220.72:5005/user_info_2,,413,ISO-8859-1,1,0,0,205
1674360742494,413,/object_info_3,200,OK,Jmeter_HW_1 1-12,text,true,,525,162,43,43,http://162.55.220.72:5005/object_info_3?name=Lary&age=40&salary=4500,,413,ISO-8859-1,1,0,0,204
1674360742494,414,/user_info_3,200,OK,Jmeter_HW_1 1-15,text,true,,369,244,43,43,http://162.55.220.72:5005/user_info_3,,414,ISO-8859-1,1,0,0,204
1674360742521,413,/user_info_2,200,OK,Jmeter_HW_1 1-33,text,true,,464,245,43,43,http://162.55.220.72:5005/user_info_2,,413,ISO-8859-1,1,0,0,205
1674360742532,411,/user_info_3,200,OK,Jmeter_HW_1 1-28,text,true,,369,244,43,43,http://162.55.220.72:5005/user_info_3,,411,ISO-8859-1,1,0,0,204
1674360742545,411,/object_info_1,200,OK,Jmeter_HW_1 1-23,text,true,,231,161,43,43,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,411,ISO-8859-1,1,0,0,204
1674360742593,408,/object_info_2,200,OK,Jmeter_HW_1 1-6,text,true,,476,163,44,44,http://162.55.220.72:5005/object_info_2?name=Vasya&age=30&salary=1500,,408,ISO-8859-1,1,0,0,203
1674360742590,413,/get_method,200,OK,Jmeter_HW_1 1-39,text,true,,169,148,44,44,http://162.55.220.72:5005/get_method?name=Artem&age=27,,413,ISO-8859-1,1,0,0,203
1674360742619,410,/user_info_3,200,OK,Jmeter_HW_1 1-29,text,true,,369,244,44,44,http://162.55.220.72:5005/user_info_3,,410,ISO-8859-1,1,0,0,204
1674360741629,1413,/get_method,200,OK,Jmeter_HW_1 1-27,text,true,,169,148,44,44,http://162.55.220.72:5005/get_method?name=Artem&age=27,,1413,ISO-8859-1,1,0,0,1205
1674360742665,414,/get_method,200,OK,Jmeter_HW_1 1-40,text,true,,169,148,45,45,http://162.55.220.72:5005/get_method?name=Artem&age=27,,414,ISO-8859-1,1,0,0,205
1674360741688,1409,/user_info_3,200,OK,Jmeter_HW_1 1-5,text,true,,369,244,45,45,http://162.55.220.72:5005/user_info_3,,1409,ISO-8859-1,1,0,0,1203
1674360742691,413,/object_info_2,200,OK,Jmeter_HW_1 1-7,text,true,,476,163,45,45,http://162.55.220.72:5005/object_info_2?name=Vasya&age=30&salary=1500,,413,ISO-8859-1,1,0,0,204
1674360742695,413,/user_info_3,200,OK,Jmeter_HW_1 1-30,text,true,,369,244,45,45,http://162.55.220.72:5005/user_info_3,,413,ISO-8859-1,1,0,0,202
1674360742748,413,/get_method,200,OK,Jmeter_HW_1 1-41,text,true,,169,148,46,46,http://162.55.220.72:5005/get_method?name=Artem&age=27,,413,ISO-8859-1,1,0,0,205
1674360742761,416,/user_info_2,200,OK,Jmeter_HW_1 1-36,text,true,,464,245,46,46,http://162.55.220.72:5005/user_info_2,,415,ISO-8859-1,1,0,0,205
1674360742764,416,/object_info_3,200,OK,Jmeter_HW_1 1-3,text,true,,525,162,46,46,http://162.55.220.72:5005/object_info_3?name=Lary&age=40&salary=4500,,416,ISO-8859-1,1,0,0,205
1674360742783,413,/object_info_1,200,OK,Jmeter_HW_1 1-26,text,true,,231,161,46,46,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,413,ISO-8859-1,1,0,0,204
1674360741779,1417,/object_info_1,200,OK,Jmeter_HW_1 1-1,text,true,,231,161,46,46,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,1417,ISO-8859-1,1,0,0,1205
1674360742803,406,/user_info_2,200,OK,Jmeter_HW_1 1-24,text,true,,464,245,46,46,http://162.55.220.72:5005/user_info_2,,406,ISO-8859-1,1,0,0,201
1674360742809,411,/user_info_3,200,OK,Jmeter_HW_1 1-19,text,true,,369,244,46,46,http://162.55.220.72:5005/user_info_3,,411,ISO-8859-1,1,0,0,203
1674360742829,410,/get_method,200,OK,Jmeter_HW_1 1-42,text,true,,169,148,47,47,http://162.55.220.72:5005/get_method?name=Artem&age=27,,410,ISO-8859-1,1,0,0,204
1674360742851,411,/object_info_3,200,OK,Jmeter_HW_1 1-4,text,true,,525,162,47,47,http://162.55.220.72:5005/object_info_3?name=Lary&age=40&salary=4500,,411,ISO-8859-1,1,0,0,204
1674360742907,413,/object_info_4,200,OK,Jmeter_HW_1 1-12,text,true,,237,163,48,48,http://162.55.220.72:5005/object_info_4?name=Gadyn&age=35&salary=2000,,413,ISO-8859-1,1,0,0,205
1674360742908,417,/object_info_1,200,OK,Jmeter_HW_1 1-15,text,true,,231,161,47,47,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,417,ISO-8859-1,1,0,0,205
1674360742905,420,/get_method,200,OK,Jmeter_HW_1 1-43,text,true,,169,148,47,47,http://162.55.220.72:5005/get_method?name=Artem&age=27,,420,ISO-8859-1,1,0,0,206
1674360742943,413,/object_info_1,200,OK,Jmeter_HW_1 1-28,text,true,,231,161,47,47,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,413,ISO-8859-1,1,0,0,205
1674360742957,410,/object_info_2,200,OK,Jmeter_HW_1 1-23,text,true,,476,163,47,47,http://162.55.220.72:5005/object_info_2?name=Vasya&age=30&salary=1500,,410,ISO-8859-1,1,0,0,203
1674360741967,1408,/user_info_3,200,OK,Jmeter_HW_1 1-21,text,true,,369,244,47,47,http://162.55.220.72:5005/user_info_3,,1407,ISO-8859-1,1,0,0,1203
1674360741987,1412,/object_info_1,200,OK,Jmeter_HW_1 1-16,text,true,,231,161,48,48,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,1411,ISO-8859-1,1,0,0,1204
1674360740999,2411,/user_info_2,200,OK,Jmeter_HW_1 1-14,text,true,,464,245,48,48,http://162.55.220.72:5005/user_info_2,,2411,ISO-8859-1,1,0,0,2204
1674360743003,411,/user_info_2,200,OK,Jmeter_HW_1 1-39,text,true,,464,245,48,48,http://162.55.220.72:5005/user_info_2,,411,ISO-8859-1,1,0,0,203
1674360743030,410,/object_info_1,200,OK,Jmeter_HW_1 1-29,text,true,,231,161,48,48,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,410,ISO-8859-1,1,0,0,203
1674360743079,414,/user_info_2,200,OK,Jmeter_HW_1 1-40,text,true,,464,245,49,49,http://162.55.220.72:5005/user_info_2,,414,ISO-8859-1,1,0,0,205
1674360743098,406,/object_info_1,200,OK,Jmeter_HW_1 1-5,text,true,,231,161,49,49,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,405,ISO-8859-1,1,0,0,201
1674360743104,414,/object_info_3,200,OK,Jmeter_HW_1 1-7,text,true,,525,162,49,49,http://162.55.220.72:5005/object_info_3?name=Lary&age=40&salary=4500,,414,ISO-8859-1,1,0,0,205
1674360743108,413,/object_info_1,200,OK,Jmeter_HW_1 1-30,text,true,,231,161,49,49,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,413,ISO-8859-1,1,0,0,205
1674360743145,414,/get_method,200,OK,Jmeter_HW_1 1-46,text,true,,169,148,49,49,http://162.55.220.72:5005/get_method?name=Artem&age=27,,413,ISO-8859-1,1,0,0,204
1674360742150,1414,/object_info_1,200,OK,Jmeter_HW_1 1-18,text,true,,231,161,49,49,http://162.55.220.72:5005/object_info_1?name=Anton&age=24&weight=99,,1414,ISO-8859-1,1,0,0,1207
1674360743161,408,/user_info_2,200,OK,Jmeter_HW_1 1-41,text,true,,464,245,49,49,http://162.55.220.72:5005/user_info_2,,408,ISO-8859-1,1,0,0,203
1674360743180,408,/object_info_4,200,OK,Jmeter_HW_1 1-3,text,true,,237,163,49,49,http://162.55.220.72:5005/object_info_4?name=Gadyn&age=35&salary=2000,,408,ISO-8859-1,1,0,0,202
